citta,nome,email,indirizzo,telefono,sito,amenity,cuisine
roma,Fax Factory,faxfactory.coffee@gmail.com,"Via Antonio Raimondi 87, 00176 Roma",+39 06 6930 1043,https://www.faxfactory.it/,cafe,coffee_shop;cake;pancake;dessert
roma,Fermento,info@fermentoroma.it,"Via Cicerone 61,  Roma",+39 06 3265 1956,https://www.fermentoroma.it/,restaurant,
roma,Fermentum,info@fermentum.it,"Via Lemonia 214, 00178 Roma",+39 06 88939709,http://www.fermentum.it/,restaurant,
roma,Ferro e ghisa,info@ferroeghisa.com,"Circonvallazione Cornelia 11, 00165 Roma",+39 06 66032638,https://www.ferroeghisa.com/,restaurant,italian
roma,FiloDiLatte,filodilatte@gmail.com,"Viale Furio Camillo 41, 00181 Roma",,https://filodilatteroma.it/,restaurant,
roma,FishEnjoy,fishenjoyroma@gmail.com,"Via della Magliana 281, 00146 Roma",+39 34 5535 8821,https://www.fishenjoy.com/,restaurant,seafood;fish
roma,Florian's cafè,florians@florianscafe.com,"Piazza dell'Indipendenza 9, 00185 Roma",+39 06 4451737,https://florianscafe.it/,cafe,
roma,Forno Monteforte,info@fornomonteforte.com,"Via del Pellegrino 129,  Roma",+39 06 2539 9550,https://fornomonteforte.com/,cafe,pizza
roma,Fresco,romatermini@frescotrattoria.it,00185 Roma,+39 06 4873232,https://frescotrattoria.it/location/roma-termini/,restaurant,pizza
roma,Friabile,info@friabile.it,"Via Raoul Chiodelli 154, 00132 Roma",+39 06 2218 0158,https://www.friabile.it/,restaurant,italian;pizza;burger
roma,Frontoni,pizzeriafrontoni.info@gmail.com,"Via Assisi 117, 00181 Roma",+39 06 78349259,https://www.anticapizzeriafrontoni.it/,restaurant,pizza
roma,Fuso Orario,info@fuso-orario.it,"Via Ruggero Jacobbi 2, 00173 Roma",+39 06 72630500,https://www.fuso-orario.it/,restaurant,italian;steak_house;pizza
roma,Gaetano Costa,gaetanocostarestaurant@email.it,"Via Sicilia 45,  Roma",+39 06 42016822,www.gaetanocostarestaurant.com,restaurant,italian
roma,Gandhi 2,info@gandhiroma2.eu,"Via Genova 29, 00186 Roma",+39 06 98183177,http://www.gandhiroma2.eu/,restaurant,indian
roma,Gavius,info@gavius.it,"Viale dell'Oceano Pacifico 153, 00144 Roma",+39 0659280803,http://www.gavius.it/,restaurant,
roma,Ginger,info@ginger.roma.it,"Via Borgognona 43/44,  Roma",+39 06 96036390,http://www.ginger.roma.it,restaurant,italian
roma,Giulia,info@giuliarestaurant.it,"Lungotevere dei Tebaldi 4/a, 00186 Roma",+39 06 95552086,https://www.giuliarestaurant.it/,restaurant,
roma,Giulietta,info@giuliettavinoecucina.com,"Via Giulia 169, 00186 Roma",+39 06 45543572,https://www.giuliettavinoecucina.com/,restaurant,regional;italian
roma,Glass Hostaria,infoglass@libero.it,"Vicolo del Cinque 58, 00153 Roma",+39 06 58335903,https://glasshostaria.it/,restaurant,italian
roma,Good Good pizzeria,info@goodgoodpizzeria.it,"Via Latina 103,  Roma",+39 06 7800855,https://www.goodgoodpizzeria.it/,restaurant,italian
roma,Grazie a Dio è Venerdì,info@grazieadioevenerdi.com,"Via dei Capocci 1, 00184 Roma",+39 06 488 2585,http://www.grazieadioevenerdi.com,restaurant,pizza
roma,Hokkaido,info@ristorantehokkaido.com,"Via del Castro Pretorio 12, 00185 Roma",+39 06 45505297,https://www.ristorantehokkaido.com/,restaurant,japanese
roma,Hokusai Ramen,hokusairamen@hotmail.com,"Via Prenestina 123, 00176 Roma",+39 391 407 9851,https://www.hokusairamen.it/,restaurant,japanese
roma,Hostaria Cannavota,ristorantecannavota@gmail.com,"Piazza di San Giovanni in Laterano 20, 00184 Roma",+39 06 77205007,http://www.cannavota.it,restaurant,regional
roma,Hostaria da Vincenzo,ordinidavincenzo@gmail.com,"Via Castelfidardo 4/a, 00185 Roma",+39 06 484596,https://www.hostariadavincenzo.it/,restaurant,italian;fish
roma,HOSTERIA ROMANA al Ponticello da Crispino,info@hosteriaromana.it,Roma,+39 06 97600452,http://www.hosteriaromanaalponticello.com/,restaurant,italian
roma,Huobi mercato orientale,huobiroma@gmail.com,"Via Antonio Pacinotti 63,  Roma",+390698796945,https://www.huobimercatoorientale.com/,restaurant,
roma,I monticiani,imonticiani@gmail.com,"Via Panisperna 84,  Roma",+39 06 47543408,https://www.imonticiani.it/,restaurant,italian
roma,Igio,ristoranteigio@gmail.com,"Via Roma Libera 26, 00153 Roma",+39 06 583 102 69,https://ristoranteigio.com/,restaurant,korean
roma,Il Bersagliere,lorenzetti.fa@tiscali.it,"Via Giovanni Amendola 18, 00185 Roma",+39 06 486940,http://www.ristoranteilbersagliere.it/,restaurant,
roma,Il Convivio Troiani,info@ilconviviotroiani.com,"Vicolo dei Soldati 31, 00186 Roma",+39 06 6869432,http://www.ilconviviotroiani.com,restaurant,italian
roma,Il Fellini,ristoranteilfellini@gmail.com,"Via Sicilia 150,  Roma",,https://www.ilfellini.com/,restaurant,italian
roma,Il Fiammifero Strano,sirioduesrl@gmail.com,"Via Lombardia 32, 00187 Roma",+39 06 488 0072; +39 338 821 7329,https://www.facebook.com/people/Il-Fiammifero-Strano/100054236030400/,restaurant,italian
roma,Il gallo nero,info@ristorantegalloneroroma.it,"Via Principe Amedeo 7/h, 00185 Roma",+39 06 4740626,https://www.ristorantegalloneroroma.it/,restaurant,italian
roma,Il Giardino dei Ciliegi,ilgiardinodeiciliegi@live.com,"Via dei Fienaroli 4, 00153 Roma",+39 06 5803423,https://www.ilgiardinodeiciliegi.net/,cafe,
roma,Il Giardino Romano,ilgiardinoromano@tiscali.it,"Via del Portico d'Ottavia 18, 00186 Roma",+39 06 68809661,http://www.ilgiardinoromano.it/web/,restaurant,regional
roma,Il Margutta veggy food & art,info@ilmargutta.bio,"Via Margutta 118, 00187 Roma",+39 06 32650577,https://ilmargutta.bio,restaurant,
roma,Il mondo d’oro,info@ristorantemondodoro.it,"Via Genzano 112, 00179 Roma",+39 06 786201,https://www.ristorantemondodoro.it/,restaurant,chinese;japanese
roma,Il Pagliaccio,info@ristoranteilpagliaccio.it,"Via dei Banchi Vecchi 129a, 00186 Roma",+39 06 68809595,https://www.ristoranteilpagliaccio.com/,restaurant,
roma,Il pellicano,info@ristoranteilpellicano.com,"Via Padre Massaruti 140, 00125 Roma",+39 06 5213639,https://ristoranteilpellicano.com,restaurant,italian;regional;pizza
roma,Il Quagliaro,info@ilquagliaro.it,"Largo Mola di Bari 17/19, 00171 Roma",+39 06 25210875,http://www.quagliaro.it/,restaurant,italian
roma,Il Sanlorenzo,info@ilsanlorenzo.it,"Via dei Chiavari 4/5, 00186 Roma",+39 06 6865097,http://www.ilsanlorenzo.it,restaurant,
roma,Il Secchio e l'Olivaro Garbatella,garbatella@ilsecchioelolivaro.it,"Via delle Sette Chiese 188,  Roma",+39 06 5120022,https://www.ilsecchioelolivaro.it/,restaurant,pizza
roma,il Sori,info@ilsiri.it,"Via dei Volsci 51, 00185 Roma",+39 3934318681,http://il Siri.it,restaurant,
roma,Inofficina,inofficina@gmail.com,"Via Mesula 12, 00158 Roma",+39 06 8370 7012,https://www.facebook.com/inofficinaroma/?locale2=it_IT,restaurant,burger
roma,Ishin Ristorante,info@ishinristorante.com,"Via Vicoforte 31, 00166 Roma",+39 06 45652079,https://www.ishinristorante.com/,restaurant,asian
roma,Jaipur,info@ristorantejaipur.it,"Via di San Francesco a Ripa 56, 00153 Roma",+39065803992,https://www.ristorantejaipur.com/,restaurant,indian
roma,Javaroma,information@javaroma.com,"Via Venti Settembre 26/d, 00187 Roma",+39 06 89612858,https://javaroma.com/,cafe,coffee_shop
roma,Kabab,hparpinci@gmail.com,"Via di Grottarossa 52, 00189 Roma",+390630310231,https://www.ristorantepersiano.it/,restaurant,persian
roma,Klang Roma,artdirection@klangroma.com,"Via Stefano Colonna 9, 00176 Roma",,https://www.facebook.com/klangroma/,pub,burger;pizza;friture;panino;fried_potatoes;french_fries;jacket_potatoes;hot_dog;cake;dessert
roma,L'altro cereale,info@laltrocereale.it,"Via Danilo Stiepovich 18, 00121 Roma",+39 06 69316779,https://www.laltrocereale.it,restaurant,pizza
roma,L'Angolo Cottura,lapirofila@gmail.com,"Via Zenodossio 82,  Roma",+390689535732,https://langolocottura.wordpress.com/,restaurant,
roma,L'angolo di Napoli,info@langolodinapoli.it,"Via Cesare Balbo 15, 00184 Roma",+39 06 4746866,https://www.langolodinapoli.it/,restaurant,
roma,L'arcipelago,coldilana@vanni.it,Roma,+39 0632649012; +39 0632649013,https://www.vanni.it/larcipelago/,restaurant,friture;ice_cream;italian;pasta;fish;pizza;noodle;cake;sandwich
roma,L'Idillio,trattorialidillio@libero.it,"Via Augusto Dulceri 29, 00176 Roma",+39 06 297089,https://www.idillio.net/,restaurant,regional
roma,L'ingrediente segreto,info@ingredientesegreto.it,"Via dei Frassini 44, 00172 Roma",+39 06 23231127,https://www.ingredientesegreto.it/,restaurant,
roma,L'Isola dei Sardi due,isoladeisardidue@gmail.com,"Vicolo della Garbatella 1/9, 00154 Roma",+39 06 5135044,https://www.isoladeisardidue.com/,restaurant,pizza;seafood
roma,La Balestra,ristorantebalestra@gmail.com,"Via Simeto 2f, 00198 Roma",+39 06 8555127,https://www.ristorantelabalestra.eu,restaurant,italian
roma,La Buca Di Ripetta,info@labucadiripetta.com,"Via di Ripetta 36, 00186 Roma",+39 06 321 93 91,https://labucadiripetta.com/,restaurant,
roma,La bufala allegra,info@bufalaallegra.it,"Via Raoul Chiodelli 180, 00132 Roma",+39 0622185057,https://www.bufalaallegra.it/,restaurant,italian;pizza
roma,La Cascina,info@lacascinaristorante.it,"Via delle Capannelle 223, 00178 Roma",+39 06 7222019,https://www.lacascinaristorante.it/,restaurant,
roma,La Cornucopia Bistrot,info@lacornucopiabistrot.it,Roma,,https://www.lacornucopiabistrot.it/,restaurant,
roma,La Costiera,info@lacostierapescevino.it,"Via Andrea Doria 34 a/b, 00195 Roma",+39 331 442 7952,https://www.lacostierapescevino.it/,restaurant,fish
roma,La Drogheria Veg,info@ladrogheriaveg.it,"Via Umberto Giordano 68/a, 00124 Roma",+39 375 676 2141,https://www.ladrogheriaveg.it/,restaurant,breakfast;burger;cake;coffee_shop;diner;fish_and_chips;international
roma,La Fata Ignorante,gdmgdm@hotmail.com,Roma,+39 324 7474306,https://www.lafataignorante.it,restaurant,
roma,La gallina bianca,info@lagallinabiancaroma.it,"Via Antonio Rosmini 8, 00184 Roma",+39 06 4743777,https://lagallinabiancaroma.it/,restaurant,
roma,La Locanda del Borgo,info@lalocandadelborgo.com,Roma,+39 06 41400352,https://www.lalocandadelborgo.com,restaurant,
roma,La lupa,info@laluparistorante.it,"Via Marghera 37, 00185 Roma",+39 06 86928542,https://www.laluparistorante.it/,restaurant,
roma,La Madia,info@lamadia.eu,"Via Chiana , 00199 Roma",+39 06 841 63 04,lamadia.eu,restaurant,
roma,La Masseria,info@agriturismolamasseria.eu,"Via Crescentino 114, 00123 Tragliatella",+390630859282,https://www.agriturismolamasseria.eu/,restaurant,regional
roma,La Matriciana,lamatriciana@gmail.com,"Piazza dei Consoli 26,28, 00175 Roma",+39 06 76900646,http://www.lamatricianaiconsoli.com/,restaurant,
roma,La mensa di Bacco,info@mensa-di-bacco.com,"Via Principe Amedeo 75/b, 00185 Roma",+39 06 4466920,http://www.mensa-di-bacco.com/,restaurant,italian
roma,La Mucca Bischera 2,info@lamuccabischera2.it,"Via Nomentana 1040, 00137 Roma",+39 06 82098204,https://www.lamuccabischera2.it/,restaurant,pizza;italian;steak_house
roma,La pasta di Chiara,info@lapastadichiara.it,"Via Emiliano degli Orfini 29, 00133 Roma",+39 333 2782904,https://www.lapastadichiara.it/,restaurant,
roma,La pecora pazza,info@lapecorapazza.it,"Via Statilia 35, 00185 Roma",+39 06 7011637,http://www.lapecorapazza.it/,restaurant,italian
roma,La Porta del Principe,info@laportadelprincipe.it,"Via Portuense 1585, 00148 Roma",+39 06 65001249,https://www.laportadelprincipe.it/,restaurant,
roma,La Prosciutteria Roma Trevi - Cantina dei Papi,info@cantinadeipapi.com,"Via della Panetteria 34a, 00187 Roma",+39 06 678 6990,https://www.cantinadeipapi.com/prosciutteria-cantina-dei-papi-trevi-contatti/,restaurant,italian
roma,La Santeria,lasanteriaroma@gmail.com,"Via del Pigneto 209, 00176 Roma",+39 06 64801606,https://www.lasanteria.it/,restaurant,fish
roma,La Scalinata de Vincenza,info@hostarialascalinata.com,"Via di Sant'Andrea delle Fratte 32, 00187 Roma",+39 06 6994 2067,http://www.hostarialascalinata.com,restaurant,italian_pizza;italian
roma,La Tavernetta Cucina Umbra,latavernettaumbra@gmail.com,"Viale Giulio Cesare 103, 00192 Roma",+39 06 321 4647,http://www.latavernettaumbra.com,restaurant,italian
roma,La Valle Del Sacco,info@lavalledelsacco.it,Roma,+39 06 575 9817,https://www.lavalledelsacco.it/,restaurant,
roma,La vera Napoli,pizzerialaveranapoli@hotmail.com,"Via Muzio Scevola 47, 00181 Roma",+39 06 7857808,https://www.pizzerialaveranapoli.it/,restaurant,pizza
roma,La Villetta,lavillettadal1940ristorante@gmail.com,"Viale della Piramide Cestia 53, 00153 Roma",+39 06 5750597,http://www.lavillettadal1940.com/,restaurant,
roma,Latte e Fondente,info@lattefondente.com,"Via Laurentina 865, 00143 Roma",+39 06 90236887,https://www.lattefondente.com/,cafe,
roma,Le 2 Colonne,info@leduecolonne.it,"Via Liberiana 18, 00184 Roma",+39 06 4881237,http://www.leduecolonne.it,restaurant,italian;pizza
roma,Le Bistro,info@numbslebistro.com,"Via Mario de' Fiori 26, 00187 Roma",+39 06 6945 5989,https://www.lebistroroma.com,cafe,
roma,Le Caveau,lecaveau.ristorante@gmail.com,"Via Conte Verde 6, 00185 Roma",+39 06 446 4744,https://ristorantelecaveau.it/,restaurant,
roma,Le Tamerici,info@letamerici.com,"Vicolo Scavolino 79,  Roma",+39 06 69200700,https://www.letamerici.com/,restaurant,italian
roma,Leon,leonfiletteria@gmail.com,"Via Nocera Umbra 22, 00181 Roma",+39 06 91939630,https://www.filetterialeon.com/,restaurant,steak_house
roma,Lievito Pizzeria e Cucina,info@lievitoroma.it,Roma,+39 06 4423 8421,https://www.lievitodelivery.com/,restaurant,
roma,Life,info@ristorantelife.it,"Via della Vite 29,  Roma",+39 06 69380948,http://www.ristorantelife.it,restaurant,italian
roma,Luppolo e Farina,bogasrl@hotmail.it,"Viale delle Accademie 65/71, 00147 Roma",+39 06 59601762,https://www.luppoloefarina.it,restaurant,italian
roma,Made Bakery,pizzeriarionale@gmail.com,"Via dei Coronari 30, 00186 Roma",+390666736530,https://www.tavernagape.it/pizzeria-rionale-agape/,restaurant,pizza;italian
roma,MAF,info@mafbistrot.it,"Via di Santa Costanza 33, 00198 Roma",+39 06 86383223,http://www.mafbistrot.it,restaurant,italian
roma,Mama! Eat,roberto1navarro@libero.it,"Via di San Cosimato 7, 00153 Roma",+39 06 5806222,www.mamaeatroma.it,restaurant,pizza
roma,Mamaflo,info@mamaflo.com,"Lungomare Lutazio Catulo 6, 00122 Roma",,https://www.mamaflo.com/,restaurant,italian
roma,Mangiafuoco,ristorante.mangiafuoco@3gdynamics.it,"Via Chiana 37, 00198 Roma",+39 06 8535 7255,http://www.mangiafuoco.org,restaurant,pizza;italian
roma,Mangianapoli,info@mangianapoli.it,"Via Egerio Levio 28, 00174 Roma",+39 06 76966136,http://www.mangianapoli.it/ristorante/tuscolano,restaurant,pizza
roma,Marco G,info@marcog.it,"Via Statilia 12,  Roma",+39 3407970937,https://www.marcog.it/,restaurant,italian
roma,Mató Street Food,matostreetfood@gmail.com,"Via Venti Settembre 41, 00187 Roma",+39 06 4201 0120,http://www.matostreetfood.it/,restaurant,
roma,Maybu,mayburoma@gmail.com,"Via Laurentina 865, 00143 Roma",+39 06 90210757,https://www.maybu.it/,restaurant,
roma,Meo Pinelli,info@meopinelli.com,"Piazza di Cinecittà 59, 00174 Roma",+39 06 7108564,https://www.meopinelli.it/,restaurant,regional
roma,Mercato centrale,info.roma@mercatocentrale.it,"Via Giovanni Giolitti 36, 00185 Roma",+39 06 46202900,https://www.mercatocentrale.it/roma/,restaurant,pizza;sandwich
roma,Mi tierra,mitierra2021@gmail.com,"Via Calatafimi 27, 00185 Roma",+39 349 8287769,https://mitierraroma.com/,restaurant,peruvian
roma,Millemetri di Pizza,info@1000mtdipizza.com,"Via Michele di Lando 14, 00162 Roma",+39 333 9385351;+39 06 30323616,https://www.1000mtdipizza.com/,fast_food,pizza
roma,Mino,info@ristorantemino.it,"Via Milazzo 18, 00185 Roma",+39 06 44251 003,https://www.ristorantemino.it/,restaurant,italian;regional
roma,Moka e padelle,mokaepadelle@gmail.com,"Via Giacomo Filippo Pisoni , 00133 Roma",+39 06 90238125,https://www.mokaepadelle.it/,restaurant,
roma,Moma,moma_roma@libero.it,"Via di San Basilio 42, 00187 Roma",+39 06 42011798,https://www.ristorantemoma.it/,restaurant,italian
roma,Momart,info@momartcafe.it,"Viale Ventuno Aprile 19, 00162 Roma",+39 06 86391656,https://www.momartcafe.it/,restaurant,italian;bar;italian_pizza
roma,Mondo Arancina,info@mondoarancina.it,"Via Marcantonio Colonna 38 / 40, 00192 Roma",+39 06 97619213,https://www.mondoarancina.com/,fast_food,breakfast;donut;italian;italian_pizza;pizza;regional
roma,Mr. Manzo,gioiafilipponi@libero.it,"Via Alberto da Giussano 82, 00176 Roma",+39 06 27858499,https://www.ristorantepigneto.it/,restaurant,pizza;steak_house;regional;grill
roma,Mun Sushi Bar,munsushibar@gmail.com,"Via Giovanni Arcangeli 11, 00171 Roma",+39 351 996 6819,https://www.munsushibar.com/,restaurant,asian;japanese;oriental;sushi
roma,Nativa Ristorante,info@nativaristorante.it,"Via Umberto Moricca 100, 00100 Roma",+39 06 6400 8399,https://linktr.ee/nativaristorante,restaurant,italian
roma,Nattimo,info@nattimo.it,"Via di Tor Vergata 267, 00133 Roma",,https://www.nattimo.it,restaurant,pizza
roma,Neapolis,neapoliscaffe@libero.it,"Via Agostino Depretis 73, 00184 Roma",+39 06 47825295,https://www.neapoliscafferoma.it,cafe,
roma,Negresco Bocca di Leone,bucadileone2021srl@gmail.com,"Via Bocca di Leone 92, 00186 Roma",+39 06 9441 6977,https://negrescoboccadileone.it/,restaurant,
roma,No.Au,noauroma@gmail.com,"Piazza di Montevecchio 16/a, 00186 Roma",+39 06 4565 2770,https://noauroma.wordpress.com/,cafe,pizza
roma,Nonna Betta,scrivimi@nonnabetta.it,"Via del Portico d'Ottavia 16, 00186 Roma",+39 06 68806263,https://www.nonnabetta.it/,restaurant,jewish;italian
roma,Nudi e Crudi,nudiecrudi.crostaceria@gmail.com,"Piazza Anco Marzio 2a3,  Roma",+39 06 8376 2158; +39 379 171 2296,https://www.nudiecrudi.com/,restaurant,italian
roma,Officine San Giovanni,info@officinesangiovannibistrot.it,"Largo Brindisi 25, 00182 Roma",+39 06 4543 3405,https://www.officinesangiovannibistrot.it,bar,burger;breakfast;grill;coffee_shop;friture;pasta;italian;pizza;chicken
roma,Old Wild West,ostia@oldwildwest.it,"Piazza dei Ravennati 7, 00122 Roma",+39 06 56305113,https://www.oldwildwest.it/ristoranti/old-wild-west-ostia-lido,restaurant,american
roma,Old Wild West,bufalotta@oldwildwest.it,Roma,+39 06 87074234,https://www.oldwildwest.it/ristoranti/old-wild-west-roma-porta-di-roma,restaurant,american
roma,Old Wild West,marketing@oldwildwest.it,"Via Laurentina 865, 00143 Roma",+39 06 90236837,https://www.oldwildwest.it/,restaurant,american
roma,Open Baladin,openbaladinroma@gmail.com,"Via degli Specchi 6, 00186 Roma",+39 06 6838989,https://www.baladin.it/it/i-locali/open-baladin-roma,cafe,
roma,Ops!,info@opsveg.com,"Via Bergamo 56, 00198 Roma",+39 06 841 1769,https://www.opsveg.com/,restaurant,
roma,Ornelli,ristorantecaffe@ornelli.it,"Via Merulana 224, 00185 Roma",+39 064872788,http://www.ornelliristorantecaffe.it,restaurant,italian;steak_house
roma,Orto di Roma,ristoranteortodiroma@virgilio.it,"Via di Grotta Perfetta 551, 00142 Roma",+39 06 5032081,https://www.ristoranteortodiroma.it/,restaurant,pizza
roma,Orto Verde & Goloso,info@ristoranteorto.it,"Via Giuseppe Gioachino Belli 142, 00193 Roma",+390645678050,http://ristoranteorto.it,restaurant,
roma,ortorosso,segreteria@ortorosso.com,"Via Siria 16,  Roma",+39 06 5513 6181,https://ortorosso.com/,restaurant,italian
roma,Osteria 33,info@osteria33.it,"Via Lucio Papirio 33, 00174 Roma",+39 06 40414473,https://www.osteria33.it/,restaurant,
roma,Osteria 44,info@osteriaquarantaquattro.com,"Via Aureliana 42/44,  Roma",+39 06 42013318,https://www.osteriaquarantaquattro.com/,restaurant,italian
roma,Osteria all'alberone,info@osteriaallalberone.it,"Via Francesco Valesio 5, 00179 Roma",+390678348586; +393387658750,www.osteriaallalberone.it,restaurant,roman
roma,Osteria Campo,campoosteria@gmail.com,"Via Ezio 57, 00192 Roma",+39 3381272399,https://osteriacampo.com/,restaurant,
roma,Osteria da Luciano,fratelli.dioletta@gmail.com,"Via Giovanni Amendola 73, 00185 Roma",+39 06 4881640,https://osteriadaluciano.it/,restaurant,
roma,Osteria dell'Arco,osteriadellarco@gmail.com,"Via Giacomo Pagliari 11, 00168 Roma",+39  06 854 8438,https://www.osteriadellarco.net,restaurant,italian;wine
roma,Osteria delle Coppelle,info@osteriadellecoppelle.com,"Piazza delle Coppelle 54, 00186 Roma",+3906 4550 2826,https://osteriadellecoppelle.com/,restaurant,italian;local
roma,Osteria Olivia,info@bzarhotels.it,"Via dei Serpenti 110, 00184 Roma",+393425828879,https://bzarhotels.it/osteria-oliva/,restaurant,italian;local
roma,Osteria Scaloni,info@osteriascaloni.it,Roma,+39 06 3721593,https://osteriascaloni.it/,restaurant,italian
roma,Osteria St.Ana,ristorantestana@yahoo.it,"Via della Penna 68, 00186 Roma",+39 06 3610291,https://osteriastana.it/,restaurant,
roma,Osteria V8 A'tipica,info@osteriav8.it,"Via Marco Valerio Corvo 135, 00174 Roma",+39 06 71072393,http://www.osteriav8.it/index.html,restaurant,
roma,Ostia che pizza,ostiachepizza@hotmail.com,"Via Danilo Stiepovich 254, 00121 Roma",+39 06 5693215,https://www.ostiachepizza.it/,restaurant,pizza
roma,Otello,info@trastevere-trattoria-otello.it,"Via della Pelliccia 47/53,  Roma",+39065896848,https://www.trastevere-trattoria-otello.it/,restaurant,italian;pizza;regional
roma,Paglia e Fieno,pajaefieno@libero.it,"Via Casilina 1080, 00169 Roma",+39 06 262142,https://www.pagliaefieno.org/,restaurant,italian
roma,pan divino,pandivinoroma@virgilio.it,"Via Del Paradiso 39, 00186 Roma",+393289481974,https://www.facebook.com/PanDivino-559613234140028/,restaurant,italian;spanish
roma,Pane&Vino,fabio@landgroup.it,"Via Ostilia 10, 00184 Roma",,http://Facebook.com/colosseopanevino,cafe,italian
roma,Papilla,papillaroma@gmail.com,"Via Veturia 43, 00181 Roma",+39 06 45430928,https://www.pizzeriapapilla.com/,restaurant,pizza
roma,Papà non vole,info@papanonvole.it,"Via Tuscolana 454, 00181 Roma",+39 06 97276678,https://papanonvole.it/,restaurant,
roma,Paradiso Terrestre,info@ristoranteparadisoterrestre.com,"Via delle Capannelle 142, 00178 Roma",+39 06 72900285,http://www.ristoranteparadisoterrestre.com/,restaurant,
roma,Passpartout,info@passpartoutroma.it,"Borgo Pio 50, 00193 Roma",+390640412368,https://www.passpartoutroma.it/,restaurant,local;italian;mediterranean;salad;pasta;fish;burger
roma,Pasta urbana,info@pastaurbana.it,"Via Urbana 126, 00184 Roma",+39 06 4873368,https://www.pastaurbana.it,restaurant,
roma,Pasticceria Cinque Lune,info@5lune.com,"Corso del Rinascimento 89,  Roma",,http://www.5lune.net,cafe,
roma,Pasticceria Dagnino,info@pasticceriadagnino.com,"Via Vittorio Emanuele Orlando 75, 00185 Roma",+39 06 4818660,https://www.pasticceriadagnino.com,cafe,cake;italian
roma,Pasticceria Linari,info@pasticcerialinari.com,"Via Nicola Zabaglia 9/9A, 00153 Roma",+39 06 5782358,https://pasticcerialinari.com/,cafe,
roma,Pastificio San Lorenzo,info@pastificiosanlorenzo.com,"Via Tiburtina 196, 00185 Roma",+39 06 504 2669,https://www.pastificiosanlorenzo.com/,restaurant,fusion;italian
roma,Perdinci Bistrò,info@perdincibistro.it,"Via della Stazione di San Pietro 8,  Roma",+39 328 622 9980,https://www.perdincibistro.it/,restaurant,regional
roma,Pescato&Mangiato,info@pescatoetmangiato.com,"Piazza Federico Marcello Lante 16,  Roma",+39 06 45652070,https://www.pescatoandmangiato.it/,restaurant,
roma,Pescheria Agraja Ristorante al mercato,pescheria.agraja@yahoo.it,Roma,+39 06 89 87 01 76,http://www.pescefrescoroma.com/,restaurant,italian
roma,Piacere,piacererestaurantroma@gmail.com,"Via Oslavia 33,  Roma",+39 0690216878,https://www.piacererestaurant.it/,restaurant,
roma,Pigneto Quarantuno,info@pignetoquarantuno.it,"Via del Pigneto 41, 00176 Roma",+39 06 70399483,http://www.pignetoquarantuno.it/,restaurant,italian
roma,Pinsallegra,pinsallegra@gmail.com,"Via Napoli 50, 00184 Roma",,http://www.pinsallegra.it,restaurant,italian;italian_pizza;pasta;pizza
roma,Pirò,piroosteriadipesce@gmail.com,"Vicolo della Cancelleria 36, 00186 Roma",+39 06 6880 3140,https://www.piroosteriadipesce.it/,restaurant,fish
roma,Pizza Forum,info@pizzaforumroma.it,"38,  Roma",+390677591158,https://www.pizzaforumroma.it/,restaurant,pizza;italian
roma,Pizzadí di Flavio e Valeria,flaviospt83@gmail.com,"Largo dei Colli Albani 21, 00179 Roma",+39 06 83774581,https://pizzadidiflavioevaleria.it/,fast_food,pizza
roma,pizzeria Baffetto 2,info@baffetto2.it,"Vicolo della Cancelleria 13, 00186 Roma",+39 0668210807; +39 3398807886,https://www.baffetto2.it/,restaurant,pizza;italian
roma,Pizzeria Core de Roma,corederoma27@gmail.com,"Via Vetulonia 27, 00183 Roma",+39 06 7000475,https://corederoma27.wordpress.com,restaurant,pizza
roma,Pizzeria Deus Pinsa,info@deuspinsa.it,"Via Selinunte 37,  Roma",+39 0664731552,https://www.deuspinsa.it/,restaurant,pizza
roma,Pizzeria La Montecarlo,info@lamontecarlo.it,"Vicolo Savelli 13, 00186 Roma",+39 06 6861877;+390668600278,https://www.lamontecarlo.it/,restaurant,pizza
roma,Podere Capanne,danielapagnotta@virgilio.it,"Via del Casale delle Pulci 95, 00166 Roma",+39 347 603 4673,https://www.poderecapanne.it/,restaurant,buschenschank;coffee_shop;diner;grill;italian;mediterranean;pasta
roma,Poke House,maximo@pokehouse.it,"Via Laurentina 865, 00143 Roma",+39 06 86972492,https://www.pokehouse.it/,restaurant,poke
roma,Ponypizza Pineta Sacchetti,info@ilsognocomodo.it,"Via Luigi Arbib Pascucci 22,24, 00168 Roma",+39 06 5987 5995,https://www.ilsognocomodo.it,restaurant,pizza
roma,Popeyes,assistenza.clienti@plkitalia.it,"Via Laurentina 865, 00143 Roma",,https://popeyeschicken.it/it/,restaurant,chicken
roma,Porto Corallo,portocoralloroma@gmail.com,"Via di Santa Croce in Gerusalemme 26a, 00185 Roma",+39 06 7049 2411,https://www.portocoralloristorante.it/,restaurant,italian
roma,Porto Fluviale,info@portofluviale.com,"Via del Porto Fluviale 22, 00154 Roma",+39 06 5743199,https://www.portofluviale.com/,restaurant,italian
roma,PUROSUD,info@purosud.com,"Via della Giuliana 52-56,  Roma",+39 06 451 3047,https://purosud.com/,restaurant,
roma,Quattordicesimo Piano - Il Fungo,info@ristoranteilfungo.it,"Piazza Pakistan , 00144 Roma",+39 06 5921980,https://www.ristoranteilfungo.it/quattordicesimo-piano/,restaurant,regional
